siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,totalN,Cl,SO4,Br,hplus,svol,ppt,fullChemLab,daysSample,startDate,lastDate
UT99,Annual,2000,70,100,64,0.693,0.105,0.064,0.177,0.637,4.066,1.413,0.270,1.741,-9,0.028,15519.4,40.299,23,371,"1999-12-28 00:00","2001-01-02 00:00"
UT99,Annual,2001,90,100,89,0.623,0.100,0.117,0.145,0.730,3.950,1.460,0.272,2.390,-9,0.037,16433.5,34.440,31,364,"2001-01-02 00:00","2002-01-01 00:00"
UT99,Annual,2002,85,100,89,0.696,0.085,0.136,0.153,0.648,2.556,1.081,0.262,1.300,-9,0.007,13662.4,24.252,19,364,"2002-01-01 00:00","2002-12-31 00:00"
UT99,Annual,2003,92,100,98,0.531,0.092,0.050,0.081,0.586,2.471,1.013,0.178,1.253,-9,0.013,15195.3,26.151,29,364,"2002-12-31 00:00","2003-12-30 00:00"
UT99,Annual,2004,92,100,96,0.696,0.128,0.059,0.148,0.587,2.991,1.132,0.237,1.723,-9,0.027,28578.6,49.363,29,364,"2003-12-30 00:00","2004-12-28 00:00"
UT99,Annual,2005,70,100,64,0.827,0.135,0.112,0.153,0.831,3.779,1.500,0.252,2.139,-9,0.029,17752.8,44.933,25,371,"2004-12-28 00:00","2006-01-03 00:00"
UT99,Annual,2006,79,100,92,0.775,0.104,0.093,0.158,0.794,3.165,1.332,0.247,1.673,-9,0.017,22013.8,38.556,29,364,"2006-01-03 00:00","2007-01-02 00:00"
UT99,Annual,2007,90,100,95,0.786,0.114,0.056,0.124,0.680,2.389,1.068,0.196,1.029,-9,0.006,16462.5,26.455,29,364,"2007-01-02 00:00","2008-01-01 00:00"
UT99,Annual,2008,88,100,86,0.595,0.091,0.352,0.489,0.593,1.595,0.821,0.750,0.805,-9,0.005,11381.3,21.183,22,364,"2008-01-01 00:00","2008-12-30 00:00"
UT99,Annual,2009,76,100,68,0.711,0.091,0.046,0.125,0.393,1.338,0.608,0.170,0.702,-9,0.004,7110.6,14.249,19,365,"2008-12-30 00:00","2009-12-30 00:00"
UT99,Annual,2010,85,100,97,0.424,0.074,0.064,0.120,0.548,1.943,0.865,0.239,1.400,-9,0.025,26277.9,46.037,32,363,"2009-12-30 00:00","2010-12-28 00:00"
UT99,Annual,2011,83,100,95,1.007,0.156,0.101,0.237,0.841,3.031,1.338,0.347,1.646,-9,0.016,21864.6,50.343,27,371,"2010-12-28 00:00","2012-01-03 00:00"
UT99,Annual,2012,88,100,97,0.791,0.126,0.123,0.166,0.817,2.823,1.272,0.267,1.475,-9,0.012,18142.6,36.140,24,365,"2012-01-03 00:00","2013-01-02 00:00"
UT99,Annual,2013,88,100,61,1.338,0.181,0.083,0.220,1.123,3.575,1.681,0.357,1.915,-9,0.019,14468.7,48.844,20,363,"2013-01-02 00:00","2013-12-31 00:00"
UT99,Annual,2014,86,100,95,0.796,0.121,0.083,0.166,0.688,2.200,1.032,0.246,1.142,-9,0.011,19050.2,34.595,22,364,"2013-12-31 00:00","2014-12-30 00:00"
UT99,Annual,2015,92,100,98,1.009,0.158,0.088,0.278,1.098,3.161,1.567,0.511,1.666,-9,0.021,32579.5,63.091,35,364,"2014-12-30 00:00","2015-12-29 00:00"
UT99,Annual,2016,92,100,91,0.858,0.120,0.128,0.205,0.850,2.238,1.166,0.337,1.071,-9,0.013,20457.2,40.102,31,371,"2015-12-29 00:00","2017-01-03 00:00"
UT99,Annual,2017,82,100,94,1.073,0.145,0.094,0.170,1.298,2.911,1.666,0.272,1.548,-9,0.012,19198.7,36.246,20,364,"2017-01-03 00:00","2018-01-02 00:00"
UT99,Annual,2018,77,97,91,0.927,0.139,0.078,0.246,0.917,2.753,1.334,0.349,1.016,-9,0.010,17741.7,35.662,23,362,"2018-01-02 00:00","2018-12-18 00:00"
UT99,Annual,2019,87,100,92,0.827,0.123,0.074,0.184,0.894,2.524,1.265,0.306,1.121,-9,0.017,26939.1,61.262,27,364,"2018-12-18 00:00","2020-01-07 00:00"
VA00,Annual,1984,23,25,96,0.127,0.069,0.045,0.298,0.224,2.036,0.634,0.518,2.560,-9,0.057,9121.4,16.485,9,92,"1984-10-02 00:00","1985-01-02 00:00"
VA00,Annual,1985,90,100,79,0.861,0.295,0.443,0.849,2.301,16.638,5.547,1.871,28.008,-9,0.621,67599.1,123.060,35,363,"1985-01-02 00:00","1985-12-31 00:00"
VA00,Annual,1986,92,100,92,0.644,0.188,0.212,0.897,2.259,14.779,5.094,1.835,22.886,-9,0.498,51494.4,81.561,40,364,"1985-12-31 00:00","1986-12-30 00:00"
VA00,Annual,1987,82,98,73,0.937,0.305,0.305,1.468,2.089,15.639,5.156,2.778,22.889,-9,0.482,55508.7,112.920,34,364,"1986-12-30 00:00","1987-12-29 00:00"
VA00,Annual,1988,83,100,80,0.888,0.202,0.161,0.976,1.396,13.146,4.054,1.695,23.039,-9,0.463,43405.3,80.698,35,371,"1987-12-29 00:00","1989-01-03 00:00"
VA00,Annual,1989,80,100,61,1.316,0.329,0.790,1.369,3.778,21.588,7.812,2.646,34.581,-9,0.688,51377.7,131.637,35,364,"1989-01-03 00:00","1990-01-02 00:00"
VA00,Annual,1990,89,100,82,0.840,0.267,0.394,1.387,3.181,15.983,6.082,2.698,24.776,-9,0.492,63353.2,127.251,41,366,"1990-01-02 00:00","1991-01-03 00:00"
VA00,Annual,1991,96,100,100,0.670,0.159,0.223,0.786,2.391,14.517,5.137,1.669,25.187,-9,0.534,71200.6,106.274,42,362,"1991-01-03 00:00","1991-12-31 00:00"
VA00,Annual,1992,96,100,95,0.666,0.280,0.200,1.972,2.478,16.293,5.606,3.744,25.739,-9,0.554,84172.2,133.224,45,364,"1991-12-31 00:00","1992-12-29 00:00"
VA00,Annual,1993,78,96,74,0.762,0.214,0.202,1.179,3.370,17.471,6.565,2.167,28.534,-9,0.569,54965.2,119.090,35,367,"1992-12-29 00:00","1993-12-31 00:00"
VA00,Annual,1994,82,98,91,0.890,0.216,0.202,1.416,2.899,15.925,5.850,2.670,27.305,-9,0.618,65717.1,134.841,39,368,"1993-12-31 00:00","1995-01-03 00:00"
VA00,Annual,1995,98,100,99,0.886,0.291,0.304,1.979,3.133,15.796,6.002,3.521,21.163,-9,0.471,80618.2,121.417,46,364,"1995-01-03 00:00","1996-01-02 00:00"
VA00,Annual,1996,94,100,99,0.869,0.333,0.261,2.447,3.069,18.081,6.469,4.401,23.626,-9,0.553,93336.8,144.765,47,363,"1996-01-02 00:00","1996-12-30 00:00"
VA00,Annual,1997,90,100,96,0.558,0.205,0.273,1.400,2.981,15.908,5.910,2.799,22.132,-9,0.498,62681.2,113.789,44,365,"1996-12-30 00:00","1997-12-30 00:00"
VA00,Annual,1998,83,100,89,0.872,0.195,0.182,1.119,2.096,15.308,5.086,2.343,18.822,-9,0.456,78722.6,130.168,35,364,"1997-12-30 00:00","1998-12-29 00:00"
VA00,Annual,1999,92,98,97,0.994,0.283,0.199,1.465,2.145,12.671,4.529,2.783,19.242,-9,0.401,68613.9,104.635,44,364,"1998-12-29 00:00","1999-12-28 00:00"
VA00,Annual,2000,87,100,97,0.650,0.141,0.152,0.802,1.842,12.061,4.156,1.701,16.483,-9,0.375,71844.5,108.367,34,378,"1999-12-28 00:00","2001-01-09 00:00"
VA00,Annual,2001,94,100,98,0.536,0.116,0.099,0.668,1.997,11.057,4.049,1.477,15.529,-9,0.346,55098.9,82.512,38,354,"2001-01-09 00:00","2001-12-29 00:00"
VA00,Annual,2002,82,100,66,0.784,0.176,0.206,1.048,2.871,14.356,5.474,2.117,19.363,-9,0.390,44404.4,97.990,32,363,"2001-12-29 00:00","2002-12-27 00:00"
VA00,Annual,2003,89,100,88,0.966,0.219,0.328,1.294,3.480,15.653,6.240,2.715,23.744,-9,0.492,106041.4,182.224,40,368,"2002-12-27 00:00","2003-12-30 00:00"
VA00,Annual,2004,100,100,100,0.639,0.186,0.197,1.161,2.264,10.776,4.194,2.392,17.140,-9,0.382,78212.1,116.124,47,364,"2003-12-30 00:00","2004-12-28 00:00"
VA00,Annual,2005,96,100,96,0.751,0.146,0.213,0.762,2.769,11.974,4.857,1.637,18.388,-9,0.378,73028.6,112.119,41,365,"2004-12-28 00:00","2005-12-28 00:00"
VA00,Annual,2006,96,100,100,0.760,0.173,0.311,0.841,2.326,9.950,4.055,1.693,14.476,-9,0.294,78268.8,115.161,44,371,"2005-12-28 00:00","2007-01-03 00:00"
VA00,Annual,2007,88,100,92,0.905,0.169,0.127,0.752,2.299,9.519,3.937,1.488,14.337,-9,0.278,52160.6,84.534,37,364,"2007-01-03 00:00","2008-01-02 00:00"
VA00,Annual,2008,96,100,99,0.907,0.321,0.243,2.156,2.300,9.034,3.828,3.936,12.638,-9,0.234,74818.6,110.570,41,363,"2008-01-02 00:00","2008-12-30 00:00"
VA00,Annual,2009,94,100,95,0.744,0.248,0.223,1.599,2.404,9.407,3.993,2.912,11.662,-9,0.217,80450.2,123.936,43,364,"2008-12-30 00:00","2009-12-29 00:00"
VA00,Annual,2010,90,100,85,0.878,0.222,0.154,1.263,2.151,9.219,3.754,2.266,8.737,-9,0.180,51317.6,96.438,39,364,"2009-12-29 00:00","2010-12-28 00:00"
VA00,Annual,2011,89,100,84,0.979,0.201,0.201,1.033,3.019,9.339,4.455,1.838,9.996,-9,0.176,75538.0,134.175,41,371,"2010-12-28 00:00","2012-01-03 00:00"
VA00,Annual,2012,78,100,85,0.768,0.154,0.195,0.717,2.396,8.068,3.684,1.239,6.839,-9,0.120,58158.0,102.387,36,364,"2012-01-03 00:00","2013-01-01 00:00"
VA00,Annual,2013,94,100,95,1.068,0.267,0.400,1.483,3.159,9.922,4.696,2.684,8.854,-9,0.137,94182.1,148.309,45,366,"2013-01-01 00:00","2014-01-02 00:00"
VA00,Annual,2014,90,100,93,0.806,0.195,0.208,0.990,2.162,8.173,3.527,1.796,6.524,-9,0.129,74922.8,122.174,44,362,"2014-01-02 00:00","2014-12-30 00:00"
VA00,Annual,2015,89,99,95,0.702,0.252,0.265,1.563,2.450,7.999,3.710,2.834,5.562,-9,0.107,81828.1,132.426,42,368,"2014-12-30 00:00","2015-12-29 00:00"
VA00,Annual,2016,92,100,96,0.761,0.233,0.211,1.395,2.389,7.514,3.553,2.600,4.608,-9,0.082,66945.1,105.689,41,371,"2015-12-29 00:00","2017-01-03 00:00"
VA00,Annual,2017,91,100,95,0.679,0.207,0.189,1.216,2.093,6.138,3.013,2.178,3.536,-9,0.071,59538.3,94.285,38,364,"2017-01-03 00:00","2018-01-02 00:00"
VA00,Annual,2018,88,100,95,0.899,0.260,0.400,1.779,3.038,9.093,4.414,2.998,5.056,-9,0.123,126320.8,199.847,45,364,"2018-01-02 00:00","2019-01-01 00:00"
VA00,Annual,2019,98,100,99,0.730,0.148,0.235,0.854,2.425,7.449,3.567,1.522,3.947,-9,0.099,81494.5,123.736,45,364,"2019-01-01 00:00","2019-12-31 00:00"
VA10,Annual,2003,29,38,66,0.170,0.074,0.079,0.641,0.556,3.501,1.223,1.299,5.237,-9,0.125,25345.8,56.735,12,364,"2003-08-12 00:00","2003-12-30 00:00"
VA10,Annual,2004,60,100,80,0.539,0.166,0.135,1.140,2.021,9.472,3.710,2.508,17.379,-9,0.381,53291.4,103.634,27,364,"2003-12-30 00:00","2004-12-28 00:00"
VA10,Annual,2005,66,100,79,0.553,0.133,0.143,0.911,1.791,9.876,3.623,1.955,14.902,-9,0.337,54270.1,102.347,28,371,"2004-12-28 00:00","2006-01-03 00:00"
VA10,Annual,2006,85,100,94,0.781,0.203,0.310,1.262,2.160,8.759,3.657,2.588,15.518,-9,0.307,67706.9,106.948,34,364,"2006-01-03 00:00","2007-01-02 00:00"
VA10,Annual,2007,79,100,89,0.809,0.169,0.177,0.860,2.098,9.321,3.736,1.770,14.975,-9,0.307,50635.0,84.273,35,365,"2007-01-02 00:00","2008-01-02 00:00"
VA10,Annual,2008,89,100,85,1.287,0.389,0.449,2.439,3.576,12.358,5.570,4.713,19.091,-9,0.339,61361.6,149.616,36,363,"2008-01-02 00:00","2008-12-30 00:00"
VA10,Annual,2009,53,53,100,0.454,0.111,0.192,0.618,1.655,5.984,2.638,1.294,8.379,-9,0.154,38397.7,58.268,23,368,"2008-12-30 00:00","2009-07-14 00:00"
VA13,Annual,1978,25,27,96,0.584,0.178,0.108,1.158,0.206,2.535,0.733,0.676,5.647,-9,0.088,18569.1,31.722,9,161,"1978-07-25 00:00","1979-01-02 00:00"
VA13,Annual,1979,89,90,97,0.930,0.160,0.197,2.415,1.316,6.756,2.548,1.005,16.388,-9,0.252,62503.3,93.969,41,364,"1979-01-02 00:00","1980-01-01 00:00"
VA13,Annual,1980,75,89,90,1.300,0.221,0.183,3.350,1.104,9.023,2.896,1.483,19.547,-9,0.303,36163.1,63.097,35,364,"1980-01-01 00:00","1980-12-30 00:00"
VA13,Annual,1981,66,100,67,1.245,0.382,0.257,0.722,1.918,10.343,3.826,0.847,23.931,-9,0.422,38850.6,83.009,25,373,"1980-12-30 00:00","1982-01-07 00:00"
VA13,Annual,1982,38,100,33,0.980,0.282,0.208,0.856,1.230,6.970,2.530,1.055,14.373,-9,0.210,20433.0,83.079,16,362,"1982-01-07 00:00","1983-01-04 00:00"
VA13,Annual,1983,81,100,86,1.006,0.217,0.199,0.662,1.332,7.685,2.771,1.187,12.035,-9,0.219,50423.5,90.623,34,364,"1983-01-04 00:00","1984-01-03 00:00"
VA13,Annual,1984,73,100,77,1.474,0.305,0.253,0.748,2.054,10.342,3.932,1.601,21.211,-9,0.380,52870.8,105.319,33,365,"1984-01-03 00:00","1985-01-02 00:00"
VA13,Annual,1985,40,96,31,0.747,0.202,0.304,0.366,0.989,5.589,2.031,0.732,13.000,-9,0.240,15795.5,77.843,19,363,"1985-01-02 00:00","1985-12-31 00:00"
VA13,Annual,1986,73,100,63,1.049,0.212,0.549,0.491,2.329,11.425,4.391,1.020,23.706,-9,0.398,41277.0,96.248,32,364,"1985-12-31 00:00","1986-12-30 00:00"
VA13,Annual,1987,83,100,89,0.898,0.193,0.210,0.554,1.360,8.756,3.035,1.083,13.743,-9,0.271,49352.5,83.952,36,364,"1986-12-30 00:00","1987-12-29 00:00"
VA13,Annual,1988,96,100,96,1.331,0.303,0.972,0.574,1.554,9.755,3.411,1.020,19.773,-9,0.313,50132.2,79.699,46,371,"1987-12-29 00:00","1989-01-03 00:00"
VA13,Annual,1989,94,100,86,1.356,0.220,0.522,0.649,2.562,13.610,5.065,1.287,23.556,-9,0.404,58377.2,115.926,45,364,"1989-01-03 00:00","1990-01-02 00:00"
VA13,Annual,1990,100,100,100,1.070,0.301,1.153,0.873,2.245,9.768,3.951,1.694,16.502,-9,0.296,65864.6,103.914,46,365,"1990-01-02 00:00","1991-01-02 00:00"
VA13,Annual,1991,94,100,91,0.908,0.141,0.247,0.520,1.472,8.814,3.135,1.058,14.737,-9,0.281,50863.0,88.138,42,363,"1991-01-02 00:00","1991-12-31 00:00"
VA13,Annual,1992,96,100,96,1.085,0.225,0.772,0.538,1.505,10.047,3.439,1.085,15.773,-9,0.297,61021.6,97.729,44,364,"1991-12-31 00:00","1992-12-29 00:00"
VA13,Annual,1993,91,100,97,0.885,0.149,0.249,0.557,1.631,10.461,3.630,1.004,16.885,-9,0.342,60862.1,99.439,44,371,"1992-12-29 00:00","1994-01-04 00:00"
VA13,Annual,1994,88,100,86,1.068,0.163,0.349,0.665,2.517,11.277,4.503,1.264,19.972,-9,0.392,50272.4,108.959,41,364,"1994-01-04 00:00","1995-01-03 00:00"
VA13,Annual,1995,92,100,97,1.075,0.192,0.660,0.777,1.948,10.782,3.949,1.299,14.018,-9,0.292,59921.2,106.441,44,364,"1995-01-03 00:00","1996-01-02 00:00"
VA13,Annual,1996,94,100,98,1.560,0.287,0.684,1.437,2.586,14.313,5.243,2.381,21.949,-9,0.438,79498.7,136.839,48,364,"1996-01-02 00:00","1996-12-31 00:00"
VA13,Annual,1997,87,100,90,0.655,0.112,0.248,0.471,1.541,9.327,3.304,1.070,12.841,-9,0.278,43358.3,79.855,40,365,"1996-12-31 00:00","1997-12-31 00:00"
VA13,Annual,1998,90,100,94,1.216,0.189,0.413,0.449,2.338,11.263,4.361,1.122,16.127,-9,0.303,68125.6,118.059,41,363,"1997-12-31 00:00","1998-12-29 00:00"
VA13,Annual,1999,94,100,96,1.062,0.179,0.395,0.461,1.570,8.845,3.218,1.053,13.150,-9,0.251,52196.3,93.999,45,364,"1998-12-29 00:00","1999-12-28 00:00"
VA13,Annual,2000,98,100,100,0.952,0.136,0.434,0.349,2.194,8.980,3.733,0.808,12.466,-9,0.230,51659.5,85.036,41,371,"1999-12-28 00:00","2001-01-02 00:00"
VA13,Annual,2001,92,100,97,0.850,0.129,0.656,0.305,2.006,9.391,3.680,0.887,15.011,-9,0.288,56758.7,92.431,37,365,"2001-01-02 00:00","2002-01-02 00:00"
VA13,Annual,2002,90,100,98,1.177,0.224,1.071,0.447,1.896,9.102,3.529,1.119,15.271,-9,0.265,68009.8,117.743,44,363,"2002-01-02 00:00","2002-12-31 00:00"
VA13,Annual,2003,96,100,96,1.345,0.247,1.082,0.448,2.766,11.297,4.702,1.298,20.354,-9,0.364,86103.1,154.545,47,364,"2002-12-31 00:00","2003-12-30 00:00"
VA13,Annual,2004,88,100,94,1.086,0.220,1.396,0.530,1.862,8.935,3.465,1.190,15.038,-9,0.299,68641.6,129.305,43,364,"2003-12-30 00:00","2004-12-28 00:00"
VA13,Annual,2005,85,100,89,1.022,0.153,0.368,0.450,2.043,9.461,3.725,1.063,14.160,-9,0.272,43739.5,102.168,42,371,"2004-12-28 00:00","2006-01-03 00:00"
VA13,Annual,2006,90,100,94,1.508,0.259,0.975,0.503,3.000,11.560,4.943,1.310,21.170,-9,0.384,57390.8,152.303,44,364,"2006-01-03 00:00","2007-01-02 00:00"
VA13,Annual,2007,90,100,95,1.413,0.283,1.322,0.452,2.803,9.438,4.310,1.040,17.496,-9,0.281,54198.7,113.024,41,364,"2007-01-02 00:00","2008-01-01 00:00"
VA13,Annual,2008,92,100,98,1.140,0.210,1.100,0.460,1.720,6.719,2.854,0.960,11.298,-9,0.169,50254.5,99.986,43,364,"2008-01-01 00:00","2008-12-30 00:00"
VA13,Annual,2009,90,100,96,0.914,0.191,1.174,0.491,2.456,6.919,3.471,0.942,9.034,-9,0.145,76453.7,136.463,41,364,"2008-12-30 00:00","2009-12-29 00:00"
VA13,Annual,2010,75,100,77,0.926,0.153,0.812,0.296,1.719,5.817,2.650,0.630,8.653,-9,0.136,47227.0,95.512,36,364,"2009-12-29 00:00","2010-12-28 00:00"
VA13,Annual,2011,92,100,96,1.396,0.258,0.622,0.880,2.464,7.123,3.524,1.467,10.162,-9,0.136,72505.8,117.342,45,371,"2010-12-28 00:00","2012-01-03 00:00"
VA13,Annual,2012,94,100,97,1.012,0.164,0.603,0.348,2.710,6.994,3.686,0.706,8.078,-9,0.110,65977.2,102.258,45,364,"2012-01-03 00:00","2013-01-01 00:00"
VA13,Annual,2013,85,100,85,0.722,0.159,0.771,0.318,1.335,4.947,2.154,0.710,5.632,-9,0.097,66421.7,122.444,42,364,"2013-01-01 00:00","2013-12-31 00:00"
VA13,Annual,2014,89,100,96,0.753,0.138,0.424,0.350,1.846,5.157,2.600,0.764,6.749,-9,0.115,66588.8,106.112,44,364,"2013-12-31 00:00","2014-12-30 00:00"
VA13,Annual,2015,88,99,87,0.769,0.183,0.940,0.427,1.758,5.300,2.564,0.806,5.422,-9,0.092,66358.7,122.115,46,368,"2014-12-30 00:00","2015-12-29 00:00"
VA13,Annual,2016,96,100,100,0.889,0.162,0.535,0.434,3.091,5.282,3.595,0.757,4.757,-9,0.067,63276.7,100.997,46,371,"2015-12-29 00:00","2017-01-03 00:00"
VA13,Annual,2017,77,100,78,0.835,0.157,0.751,0.323,1.544,4.163,2.140,0.689,3.297,-9,0.072,52031.2,104.334,34,364,"2017-01-03 00:00","2018-01-02 00:00"
VA13,Annual,2018,98,100,100,0.971,0.186,0.685,0.571,2.570,5.653,3.273,0.985,3.483,-9,0.065,80922.5,142.750,49,364,"2018-01-02 00:00","2019-01-01 00:00"
VA13,Annual,2019,92,100,98,0.650,0.117,0.426,0.394,1.439,4.146,2.054,0.693,2.835,-9,0.067,56986.1,106.573,43,364,"2019-01-01 00:00","2019-12-31 00:00"
VA24,Annual,1999,79,90,95,0.677,0.174,0.558,1.061,1.802,10.494,3.771,2.498,15.975,-9,0.334,59404.4,91.493,38,364,"1999-01-26 00:00","1999-12-28 00:00"
VA24,Annual,2000,70,98,62,0.663,0.171,0.713,1.025,2.301,11.856,4.466,2.431,17.282,-9,0.367,41338.9,100.475,24,371,"1999-12-28 00:00","2001-01-02 00:00"
VA24,Annual,2001,88,100,93,0.576,0.144,1.118,0.872,2.041,10.376,3.930,2.651,14.357,-9,0.308,53164.7,84.704,33,364,"2001-01-02 00:00","2002-01-01 00:00"
VA24,Annual,2002,88,100,98,0.528,0.146,1.359,0.999,1.853,9.613,3.611,3.088,15.003,-9,0.305,71544.6,112.297,34,364,"2002-01-01 00:00","2002-12-31 00:00"
VA24,Annual,2003,86,100,78,0.927,0.265,0.298,1.672,3.658,16.256,6.515,3.691,27.049,-9,0.553,87332.7,165.537,43,364,"2002-12-31 00:00","2003-12-30 00:00"
VA24,Annual,2004,88,100,85,0.616,0.205,0.205,1.534,2.283,10.737,4.199,3.044,17.344,-9,0.385,69683.7,120.778,43,364,"2003-12-30 00:00","2004-12-28 00:00"
VA24,Annual,2005,83,100,94,0.652,0.138,0.129,0.864,1.755,8.032,3.178,1.691,11.717,-9,0.238,54659.6,91.899,35,371,"2004-12-28 00:00","2006-01-03 00:00"
VA24,Annual,2006,81,98,94,0.626,0.132,0.168,0.782,1.973,8.325,3.414,1.684,16.313,-9,0.341,78216.3,120.304,39,364,"2006-01-03 00:00","2007-01-02 00:00"
VA24,Annual,2007,89,100,90,0.638,0.131,0.161,0.661,2.215,8.166,3.566,1.400,13.280,-9,0.258,47772.4,76.896,35,363,"2007-01-02 00:00","2007-12-31 00:00"
VA24,Annual,2008,94,100,99,0.779,0.245,0.203,1.728,1.899,7.638,3.201,3.125,11.563,-9,0.218,72134.6,106.669,42,365,"2007-12-31 00:00","2008-12-30 00:00"
VA24,Annual,2009,84,100,87,0.660,0.275,0.192,2.075,2.254,8.714,3.720,3.766,11.215,-9,0.220,78911.6,137.444,35,364,"2008-12-30 00:00","2009-12-29 00:00"
VA24,Annual,2010,92,100,93,0.691,0.162,0.151,0.983,2.020,7.659,3.300,1.761,8.351,-9,0.158,64282.7,108.031,40,364,"2009-12-29 00:00","2010-12-28 00:00"
VA24,Annual,2011,91,100,94,0.660,0.177,0.165,1.037,2.144,7.034,3.255,1.815,8.012,-9,0.150,74428.3,117.826,44,371,"2010-12-28 00:00","2012-01-03 00:00"
VA24,Annual,2012,85,94,98,0.505,0.102,0.116,0.478,1.659,5.551,2.543,0.799,4.752,-9,0.082,44109.3,68.275,40,363,"2012-01-03 00:00","2012-12-31 00:00"
VA24,Annual,2013,81,100,77,0.522,0.166,0.191,1.044,2.126,6.774,3.183,1.872,6.278,-9,0.116,64449.3,127.333,38,365,"2012-12-31 00:00","2013-12-31 00:00"
VA24,Annual,2014,90,100,90,0.480,0.148,0.148,0.948,1.873,5.951,2.800,1.702,5.357,-9,0.112,66744.0,114.224,42,364,"2013-12-31 00:00","2014-12-30 00:00"
VA24,Annual,2015,91,99,92,0.527,0.226,0.251,1.481,2.084,6.641,3.119,2.624,5.135,-9,0.105,72875.0,125.541,43,368,"2014-12-30 00:00","2015-12-29 00:00"
VA24,Annual,2016,98,100,100,0.464,0.177,0.166,1.139,1.780,6.248,2.795,2.123,3.848,-9,0.096,70017.7,110.580,41,371,"2015-12-29 00:00","2017-01-03 00:00"
VA24,Annual,2017,90,100,97,0.448,0.149,0.149,0.913,1.502,4.449,2.172,1.627,2.797,-9,0.065,53160.1,83.004,38,364,"2017-01-03 00:00","2018-01-02 00:00"
VA24,Annual,2018,92,100,92,0.611,0.235,0.219,1.787,2.069,6.569,3.092,3.214,3.951,-9,0.109,87690.7,156.778,44,364,"2018-01-02 00:00","2019-01-01 00:00"
VA24,Annual,2019,92,100,95,0.514,0.109,0.142,0.722,1.552,5.105,2.360,1.290,2.864,-9,0.085,67153.1,109.324,40,364,"2019-01-01 00:00","2019-12-31 00:00"
VA27,Annual,2002,40,48,89,0.311,0.049,0.199,0.160,1.351,4.292,2.019,0.403,5.439,-9,0.076,29569.8,48.605,16,364,"2002-07-09 00:00","2002-12-31 00:00"
VA27,Annual,2003,65,98,81,0.751,0.099,0.298,0.326,4.438,10.875,5.905,0.936,17.312,-9,0.254,78600.4,141.784,31,364,"2002-12-31 00:00","2003-12-30 00:00"
VA27,Annual,2004,68,100,79,2.386,0.146,0.281,0.461,4.096,8.935,5.201,1.148,14.257,-9,0.182,61195.0,112.529,31,364,"2003-12-30 00:00","2004-12-28 00:00"
VA27,Annual,2005,89,98,93,0.607,0.085,0.231,0.333,3.161,7.441,4.137,0.812,12.173,-9,0.176,53723.3,85.426,35,371,"2004-12-28 00:00","2006-01-03 00:00"
VA27,Annual,2006,73,100,87,0.606,0.088,0.244,0.410,2.482,6.411,3.377,0.860,9.108,-9,0.141,58016.2,97.729,30,364,"2006-01-03 00:00","2007-01-02 00:00"
VA27,Annual,2007,66,100,67,0.683,0.099,0.305,0.346,3.145,6.990,4.023,0.733,9.460,-9,0.126,33055.1,82.330,26,364,"2007-01-02 00:00","2008-01-01 00:00"
VA27,Annual,2008,54,99,42,0.649,0.111,0.137,0.436,2.589,5.521,3.259,0.897,9.349,-9,0.118,23574.4,85.457,20,371,"2008-01-01 00:00","2009-01-06 00:00"
VA27,Annual,2009,30,48,56,0.248,0.045,0.124,0.149,1.380,2.434,1.623,0.289,3.017,-9,0.024,16940.5,41.330,12,361,"2009-01-06 00:00","2009-06-30 00:00"
VA28,Annual,1981,34,62,70,1.139,0.476,0.252,1.195,1.811,7.905,3.192,1.745,18.021,-9,0.292,43664.3,93.326,17,238,"1981-05-12 00:00","1982-01-05 00:00"
VA28,Annual,1982,61,100,70,1.508,0.392,0.650,1.642,2.880,14.082,5.419,1.851,29.182,-9,0.446,52388.2,122.562,29,364,"1982-01-05 00:00","1983-01-04 00:00"
VA28,Annual,1983,71,100,69,1.137,0.440,0.367,2.201,2.879,13.480,5.283,4.603,25.860,-9,0.498,82735.3,183.406,33,364,"1983-01-04 00:00","1984-01-03 00:00"
VA28,Annual,1984,53,100,54,1.038,0.274,1.226,1.139,4.312,11.710,5.996,2.480,25.641,-9,0.341,52184.1,144.213,21,358,"1984-01-03 00:00","1984-12-26 00:00"
VA28,Annual,1985,67,100,70,0.906,0.287,0.181,0.755,1.782,10.739,3.811,1.586,24.665,-9,0.494,68445.3,151.043,29,370,"1984-12-26 00:00","1985-12-31 00:00"
VA28,Annual,1986,56,100,62,0.564,0.167,0.125,0.617,1.818,9.980,3.667,1.087,20.117,-9,0.381,44436.0,104.506,23,364,"1985-12-31 00:00","1986-12-30 00:00"
VA28,Annual,1987,37,48,85,0.264,0.072,0.041,0.362,0.434,3.158,1.051,0.631,4.875,-9,0.098,25984.9,51.693,18,364,"1986-12-30 00:00","1987-12-29 00:00"
VA28,Annual,1988,70,100,66,0.725,0.206,0.130,0.747,1.374,9.587,3.234,1.288,16.188,-9,0.302,46179.8,108.210,33,371,"1987-12-29 00:00","1989-01-03 00:00"
VA28,Annual,1989,96,100,96,0.934,0.271,0.211,1.507,3.768,16.323,6.615,3.135,29.239,-9,0.552,96149.3,150.716,49,364,"1989-01-03 00:00","1990-01-02 00:00"
